country,n_years,resistance_start,resistance_end,R0_s,R0_r,beta_s,beta_r,sigma,u_optimal,regime,Ir_optimal_pct,Ir_status_quo_pct,cost_saving_pct
Italy,19,0.013114754,0.2395901318,3.269396719307536,1.1327037002056464,0.4671846349194448,0.16185914714093208,0.6606421231500355,0.836444245848874,BALANCED,0.8243926431842283,28.943460464807018,41.26478307471586
Greece,20,0.278137128,0.6024027459,1.6297196664862077,2.620659007331663,0.23288088071785298,0.3744824280143993,1.1596915728493837,0.00837399116231678,CONSERVE,52.39957825990677,59.37525831089321,9.118282862222488
Sweden,17,0.0,0.005235602,1.021185166207974,0.9221427284919813,0.14592356328083417,0.13177076719077196,0.01,0.9739929559895305,TREAT,0.07712810604170099,0.09518611912742188,57.74328986422983
France,19,0.0013280212,0.0120641216,1.0711704794641064,0.9748025582183308,0.15306627868976327,0.13929566105890903,0.01,0.9569824242654026,TREAT,0.6514167196310828,0.40744181085921855,39.60094870347904
Germany,20,0.0196078431,0.0124450951,1.0921452990279064,1.0011994885301565,0.15606350241686442,0.14306768425141297,0.01,0.9546034262220147,TREAT,0.8722558549457009,0.5547699473482907,31.571047250387775
Spain,20,0.0,0.0534302877,1.4687080675897501,1.2148621155686155,0.2098729219088132,0.1735992792149125,0.02854422539307067,0.30618153104642853,BALANCED,1.3558231865382937,3.604712472678355,2.80854828540815
Romania,15,0.0,0.5025951557,1.225361399472382,1.623129403025687,0.17509958784632745,0.23193915657325961,0.35325454330251527,0.014093878091878821,CONSERVE,28.464536947517143,34.15940112346532,13.182831081185615
Hungary,20,0.0033333332999999,0.067253803,1.6015348711489483,1.2140395831955513,0.2288533782608536,0.1734817423971412,0.022330057454743327,0.9437036636099548,TREAT,1.4253248561083878,2.619280153993904,123.46350363135213
