country,year,pathogen,antibiotic,resistance_rate,resistance_pct_raw
Poland,2016,Klebsiella pneumoniae,Carbapenems,0.0213713268,2.13713268
Poland,2017,Klebsiella pneumoniae,Carbapenems,0.06373815669999999,6.37381567
Poland,2018,Klebsiella pneumoniae,Carbapenems,0.0811496196,8.11496196
Poland,2019,Klebsiella pneumoniae,Carbapenems,0.077056277,7.7056277
Poland,2020,Klebsiella pneumoniae,Carbapenems,0.0819366852,8.19366852
Poland,2021,Klebsiella pneumoniae,Carbapenems,0.19524142749999998,19.52414275
Poland,2022,Klebsiella pneumoniae,Carbapenems,0.1681681681,16.81681681
Poland,2023,Klebsiella pneumoniae,Carbapenems,0.18129770990000002,18.12977099
Poland,2024,Klebsiella pneumoniae,Carbapenems,0.1885,18.85
Portugal,2007,Klebsiella pneumoniae,Carbapenems,0.0,0.0
Portugal,2008,Klebsiella pneumoniae,Carbapenems,0.007246376799999999,0.72463768
Portugal,2009,Klebsiella pneumoniae,Carbapenems,0.0082474226,0.82474226
Portugal,2010,Klebsiella pneumoniae,Carbapenems,0.013544018,1.3544018
Portugal,2011,Klebsiella pneumoniae,Carbapenems,0.0034482758,0.34482758
Portugal,2012,Klebsiella pneumoniae,Carbapenems,0.0066755674,0.66755674
Portugal,2013,Klebsiella pneumoniae,Carbapenems,0.017699115,1.7699115
Portugal,2014,Klebsiella pneumoniae,Carbapenems,0.0176366843,1.76366843
Portugal,2015,Klebsiella pneumoniae,Carbapenems,0.0335731414,3.35731414
Portugal,2016,Klebsiella pneumoniae,Carbapenems,0.0517094017,5.17094017
Portugal,2017,Klebsiella pneumoniae,Carbapenems,0.0863970588,8.63970588
Portugal,2018,Klebsiella pneumoniae,Carbapenems,0.11705033159999999,11.70503316
Portugal,2019,Klebsiella pneumoniae,Carbapenems,0.10855018579999999,10.85501858
Portugal,2020,Klebsiella pneumoniae,Carbapenems,0.11582733810000001,11.58273381
Portugal,2021,Klebsiella pneumoniae,Carbapenems,0.1158730158,11.58730158
Portugal,2022,Klebsiella pneumoniae,Carbapenems,0.10289608169999999,10.28960817
Portugal,2023,Klebsiella pneumoniae,Carbapenems,0.1310975609,13.10975609
Portugal,2024,Klebsiella pneumoniae,Carbapenems,0.1252490748,12.52490748
Romania,2006,Klebsiella pneumoniae,Carbapenems,0.0,0.0
Romania,2007,Klebsiella pneumoniae,Carbapenems,0.0,0.0
Romania,2012,Klebsiella pneumoniae,Carbapenems,0.1372549019,13.72549019
Romania,2013,Klebsiella pneumoniae,Carbapenems,0.2046511627,20.46511627
Romania,2014,Klebsiella pneumoniae,Carbapenems,0.3151750972,31.51750972
Romania,2015,Klebsiella pneumoniae,Carbapenems,0.24723247229999998,24.72324723
Romania,2016,Klebsiella pneumoniae,Carbapenems,0.3143712574,31.43712574
Romania,2017,Klebsiella pneumoniae,Carbapenems,0.22455089820000002,22.45508982
Romania,2018,Klebsiella pneumoniae,Carbapenems,0.2947845804,29.47845804
Romania,2019,Klebsiella pneumoniae,Carbapenems,0.3234042553,32.34042553
Romania,2020,Klebsiella pneumoniae,Carbapenems,0.4831223628,48.31223628
Romania,2021,Klebsiella pneumoniae,Carbapenems,0.5446096654,54.46096654
Romania,2022,Klebsiella pneumoniae,Carbapenems,0.4784688995,47.84688995
Romania,2023,Klebsiella pneumoniae,Carbapenems,0.5276595744,52.76595744
Romania,2024,Klebsiella pneumoniae,Carbapenems,0.5025951557,50.25951557
Slovakia,2011,Klebsiella pneumoniae,Carbapenems,0.0069124423,0.69124423
Slovakia,2012,Klebsiella pneumoniae,Carbapenems,0.0634441087,6.34441087
Slovakia,2013,Klebsiella pneumoniae,Carbapenems,0.0058479532,0.58479532
Slovakia,2014,Klebsiella pneumoniae,Carbapenems,0.026315789399999998,2.63157894
Slovakia,2015,Klebsiella pneumoniae,Carbapenems,0.009174311899999999,0.91743119
Slovakia,2016,Klebsiella pneumoniae,Carbapenems,0.025287356299999997,2.52873563
Slovakia,2017,Klebsiella pneumoniae,Carbapenems,0.0444444444,4.44444444
Slovakia,2018,Klebsiella pneumoniae,Carbapenems,0.0348360655,3.48360655
Slovakia,2019,Klebsiella pneumoniae,Carbapenems,0.045584045499999996,4.55840455
Slovakia,2020,Klebsiella pneumoniae,Carbapenems,0.08163265300000001,8.1632653
Slovakia,2021,Klebsiella pneumoniae,Carbapenems,0.1165048543,11.65048543
Slovakia,2022,Klebsiella pneumoniae,Carbapenems,0.1503957783,15.03957783
Slovakia,2023,Klebsiella pneumoniae,Carbapenems,0.1258064516,12.58064516
Slovakia,2024,Klebsiella pneumoniae,Carbapenems,0.13123359580000002,13.12335958
Slovenia,2005,Klebsiella pneumoniae,Carbapenems,0.0,0.0
Slovenia,2006,Klebsiella pneumoniae,Carbapenems,0.0,0.0
Slovenia,2007,Klebsiella pneumoniae,Carbapenems,0.0,0.0
Slovenia,2008,Klebsiella pneumoniae,Carbapenems,0.0,0.0
Slovenia,2009,Klebsiella pneumoniae,Carbapenems,0.0052910052,0.52910052
Slovenia,2010,Klebsiella pneumoniae,Carbapenems,0.0051282051,0.51282051
Slovenia,2011,Klebsiella pneumoniae,Carbapenems,0.0,0.0
Slovenia,2012,Klebsiella pneumoniae,Carbapenems,0.0039370078,0.39370078
Slovenia,2013,Klebsiella pneumoniae,Carbapenems,0.0040816326,0.40816326
Slovenia,2014,Klebsiella pneumoniae,Carbapenems,0.0085836909,0.85836909
Slovenia,2015,Klebsiella pneumoniae,Carbapenems,0.0126582278,1.26582278
Slovenia,2016,Klebsiella pneumoniae,Carbapenems,0.0,0.0
Slovenia,2017,Klebsiella pneumoniae,Carbapenems,0.0,0.0
Slovenia,2018,Klebsiella pneumoniae,Carbapenems,0.006920415199999999,0.69204152
Slovenia,2019,Klebsiella pneumoniae,Carbapenems,0.00330033,0.330033
Slovenia,2020,Klebsiella pneumoniae,Carbapenems,0.0,0.0
Slovenia,2021,Klebsiella pneumoniae,Carbapenems,0.0085470085,0.85470085
Slovenia,2022,Klebsiella pneumoniae,Carbapenems,0.0188172043,1.88172043
Slovenia,2023,Klebsiella pneumoniae,Carbapenems,0.0383480825,3.83480825
Slovenia,2024,Klebsiella pneumoniae,Carbapenems,0.0369318181,3.69318181
Spain,2005,Klebsiella pneumoniae,Carbapenems,0.0,0.0
Spain,2006,Klebsiella pneumoniae,Carbapenems,0.0,0.0
Spain,2007,Klebsiella pneumoniae,Carbapenems,0.0,0.0
Spain,2008,Klebsiella pneumoniae,Carbapenems,0.0,0.0
Spain,2009,Klebsiella pneumoniae,Carbapenems,0.0017391304,0.17391304
Spain,2010,Klebsiella pneumoniae,Carbapenems,0.0,0.0
Spain,2011,Klebsiella pneumoniae,Carbapenems,0.0034965034,0.34965034
Spain,2012,Klebsiella pneumoniae,Carbapenems,0.0078125,0.78125
Spain,2013,Klebsiella pneumoniae,Carbapenems,0.0161160354,1.61160354
Spain,2014,Klebsiella pneumoniae,Carbapenems,0.022906792999999998,2.2906793
Spain,2015,Klebsiella pneumoniae,Carbapenems,0.021577882599999997,2.15778826
Spain,2016,Klebsiella pneumoniae,Carbapenems,0.0208706022,2.08706022
Spain,2017,Klebsiella pneumoniae,Carbapenems,0.0278145695,2.78145695
Spain,2018,Klebsiella pneumoniae,Carbapenems,0.038095238000000003,3.8095238
Spain,2019,Klebsiella pneumoniae,Carbapenems,0.0479566305,4.79566305
Spain,2020,Klebsiella pneumoniae,Carbapenems,0.046678635499999996,4.66786355
Spain,2021,Klebsiella pneumoniae,Carbapenems,0.057390362699999996,5.73903627
Spain,2022,Klebsiella pneumoniae,Carbapenems,0.0524511484,5.24511484
Spain,2023,Klebsiella pneumoniae,Carbapenems,0.0429570429,4.29570429
Spain,2024,Klebsiella pneumoniae,Carbapenems,0.0534302877,5.34302877
Sweden,2007,Klebsiella pneumoniae,Carbapenems,0.0,0.0
Sweden,2008,Klebsiella pneumoniae,Carbapenems,0.0,0.0
Sweden,2010,Klebsiella pneumoniae,Carbapenems,0.0028248586999999998,0.28248587
Sweden,2011,Klebsiella pneumoniae,Carbapenems,0.0,0.0
Sweden,2012,Klebsiella pneumoniae,Carbapenems,0.0010235414,0.10235414
Sweden,2013,Klebsiella pneumoniae,Carbapenems,0.0,0.0
Sweden,2014,Klebsiella pneumoniae,Carbapenems,0.0,0.0
Sweden,2015,Klebsiella pneumoniae,Carbapenems,0.0,0.0
Sweden,2016,Klebsiella pneumoniae,Carbapenems,0.0013063357,0.13063357
Sweden,2017,Klebsiella pneumoniae,Carbapenems,0.0009680542,0.09680542
Sweden,2018,Klebsiella pneumoniae,Carbapenems,0.0018382352,0.18382352
Sweden,2019,Klebsiella pneumoniae,Carbapenems,0.0011154488999999999,0.11154489
Sweden,2020,Klebsiella pneumoniae,Carbapenems,0.0027129679,0.27129679
Sweden,2021,Klebsiella pneumoniae,Carbapenems,0.0015022533,0.15022533
Sweden,2022,Klebsiella pneumoniae,Carbapenems,0.0018501386999999999,0.18501387
Sweden,2023,Klebsiella pneumoniae,Carbapenems,0.005083179199999999,0.50831792
Sweden,2024,Klebsiella pneumoniae,Carbapenems,0.005235602000000001,0.5235602
United Kingdom,2005,Klebsiella pneumoniae,Carbapenems,0.0,0.0
United Kingdom,2006,Klebsiella pneumoniae,Carbapenems,0.0034965034,0.34965034
United Kingdom,2007,Klebsiella pneumoniae,Carbapenems,0.0033112582,0.33112582
United Kingdom,2008,Klebsiella pneumoniae,Carbapenems,0.0123966942,1.23966942
United Kingdom,2009,Klebsiella pneumoniae,Carbapenems,0.0016920473,0.16920473
United Kingdom,2010,Klebsiella pneumoniae,Carbapenems,0.0014771048,0.14771048
United Kingdom,2011,Klebsiella pneumoniae,Carbapenems,0.0036363636,0.36363636
United Kingdom,2012,Klebsiella pneumoniae,Carbapenems,0.0045045045,0.45045045
United Kingdom,2013,Klebsiella pneumoniae,Carbapenems,0.0047573738999999995,0.47573739
United Kingdom,2014,Klebsiella pneumoniae,Carbapenems,0.0084190832,0.84190832
United Kingdom,2015,Klebsiella pneumoniae,Carbapenems,0.0041580041,0.41580041
United Kingdom,2016,Klebsiella pneumoniae,Carbapenems,0.0027040313999999997,0.27040314
United Kingdom,2017,Klebsiella pneumoniae,Carbapenems,0.005877891499999999,0.58778915
United Kingdom,2018,Klebsiella pneumoniae,Carbapenems,0.0069742489,0.69742489
United Kingdom,2019,Klebsiella pneumoniae,Carbapenems,0.006635071,0.6635071
Austria,2000,Staphylococcus aureus,Meticillin (MRSA),0.1780104712,17.80104712
Austria,2001,Staphylococcus aureus,Meticillin (MRSA),0.0755395683,7.55395683
Austria,2002,Staphylococcus aureus,Meticillin (MRSA),0.1208791208,12.08791208
Austria,2003,Staphylococcus aureus,Meticillin (MRSA),0.1538461538,15.38461538
Austria,2004,Staphylococcus aureus,Meticillin (MRSA),0.1436619718,14.36619718
Austria,2005,Staphylococcus aureus,Meticillin (MRSA),0.136548913,13.6548913
Austria,2006,Staphylococcus aureus,Meticillin (MRSA),0.0965180207,9.65180207
Austria,2007,Staphylococcus aureus,Meticillin (MRSA),0.1270791749,12.70791749
Austria,2008,Staphylococcus aureus,Meticillin (MRSA),0.08711721219999999,8.71172122
Austria,2009,Staphylococcus aureus,Meticillin (MRSA),0.0621046578,6.21046578
Austria,2010,Staphylococcus aureus,Meticillin (MRSA),0.07446221730000001,7.44622173
Austria,2011,Staphylococcus aureus,Meticillin (MRSA),0.0722278738,7.22278738
Austria,2012,Staphylococcus aureus,Meticillin (MRSA),0.0804066543,8.04066543
Austria,2013,Staphylococcus aureus,Meticillin (MRSA),0.09116022089999999,9.11602209
Austria,2014,Staphylococcus aureus,Meticillin (MRSA),0.0773293096,7.73293096
Austria,2015,Staphylococcus aureus,Meticillin (MRSA),0.0743267504,7.43267504
Austria,2016,Staphylococcus aureus,Meticillin (MRSA),0.0720602685,7.20602685
Austria,2017,Staphylococcus aureus,Meticillin (MRSA),0.0592146928,5.92146928
Austria,2018,Staphylococcus aureus,Meticillin (MRSA),0.063804052,6.3804052
Austria,2019,Staphylococcus aureus,Meticillin (MRSA),0.0520613903,5.20613903
Austria,2020,Staphylococcus aureus,Meticillin (MRSA),0.0439676398,4.39676398
Austria,2021,Staphylococcus aureus,Meticillin (MRSA),0.0310224754,3.10224754
Austria,2022,Staphylococcus aureus,Meticillin (MRSA),0.0392535392,3.92535392
Austria,2023,Staphylococcus aureus,Meticillin (MRSA),0.04488929319999999,4.48892932
Austria,2024,Staphylococcus aureus,Meticillin (MRSA),0.053466509899999994,5.34665099
Belgium,2000,Staphylococcus aureus,Meticillin (MRSA),0.20852359199999998,20.8523592
Belgium,2001,Staphylococcus aureus,Meticillin (MRSA),0.2252922422,22.52922422
Belgium,2002,Staphylococcus aureus,Meticillin (MRSA),0.2829670329,28.29670329
Belgium,2003,Staphylococcus aureus,Meticillin (MRSA),0.294792586,29.4792586
Belgium,2004,Staphylococcus aureus,Meticillin (MRSA),0.33251833740000003,33.25183374
Belgium,2005,Staphylococcus aureus,Meticillin (MRSA),0.3139312977,31.39312977
Belgium,2006,Staphylococcus aureus,Meticillin (MRSA),0.2191142191,21.91142191
Belgium,2007,Staphylococcus aureus,Meticillin (MRSA),0.23274853799999998,23.2748538
Belgium,2008,Staphylococcus aureus,Meticillin (MRSA),0.20640176600000001,20.6401766
Belgium,2009,Staphylococcus aureus,Meticillin (MRSA),0.2107481559,21.07481559
Belgium,2010,Staphylococcus aureus,Meticillin (MRSA),0.20529801320000002,20.52980132
Belgium,2011,Staphylococcus aureus,Meticillin (MRSA),0.1743119266,17.43119266
Belgium,2012,Staphylococcus aureus,Meticillin (MRSA),0.1658163265,16.58163265
Belgium,2013,Staphylococcus aureus,Meticillin (MRSA),0.1687344913,16.87344913
Belgium,2014,Staphylococcus aureus,Meticillin (MRSA),0.1346153846,13.46153846
Belgium,2015,Staphylococcus aureus,Meticillin (MRSA),0.12267250819999999,12.26725082
Belgium,2016,Staphylococcus aureus,Meticillin (MRSA),0.12170087970000001,12.17008797
Belgium,2017,Staphylococcus aureus,Meticillin (MRSA),0.0853739245,8.53739245
Belgium,2018,Staphylococcus aureus,Meticillin (MRSA),0.09048991349999999,9.04899135
Belgium,2019,Staphylococcus aureus,Meticillin (MRSA),0.0667808219,6.67808219
Belgium,2020,Staphylococcus aureus,Meticillin (MRSA),0.0694158075,6.94158075
Belgium,2021,Staphylococcus aureus,Meticillin (MRSA),0.0408921933,4.08921933
Belgium,2022,Staphylococcus aureus,Meticillin (MRSA),0.0415549597,4.15549597
Belgium,2023,Staphylococcus aureus,Meticillin (MRSA),0.06,6.0
Belgium,2024,Staphylococcus aureus,Meticillin (MRSA),0.0743889479,7.43889479
Bulgaria,2000,Staphylococcus aureus,Meticillin (MRSA),0.4019607843,40.19607843
Bulgaria,2001,Staphylococcus aureus,Meticillin (MRSA),0.2718446601,27.18446601
Bulgaria,2002,Staphylococcus aureus,Meticillin (MRSA),0.3275862068,32.75862068
Bulgaria,2003,Staphylococcus aureus,Meticillin (MRSA),0.3121019108,31.21019108
Bulgaria,2004,Staphylococcus aureus,Meticillin (MRSA),0.2352941176,23.52941176
Bulgaria,2005,Staphylococcus aureus,Meticillin (MRSA),0.3,30.0
Bulgaria,2006,Staphylococcus aureus,Meticillin (MRSA),0.2830188679,28.30188679
Bulgaria,2007,Staphylococcus aureus,Meticillin (MRSA),0.13223140490000002,13.22314049
Bulgaria,2008,Staphylococcus aureus,Meticillin (MRSA),0.25,25.0
Bulgaria,2009,Staphylococcus aureus,Meticillin (MRSA),0.1583710407,15.83710407
Bulgaria,2010,Staphylococcus aureus,Meticillin (MRSA),0.19,19.0
Bulgaria,2011,Staphylococcus aureus,Meticillin (MRSA),0.2242990654,22.42990654
Bulgaria,2012,Staphylococcus aureus,Meticillin (MRSA),0.19823788539999998,19.82378854
Bulgaria,2013,Staphylococcus aureus,Meticillin (MRSA),0.191588785,19.1588785
Bulgaria,2014,Staphylococcus aureus,Meticillin (MRSA),0.20833333329999998,20.83333333
Bulgaria,2015,Staphylococcus aureus,Meticillin (MRSA),0.1306306306,13.06306306
Bulgaria,2016,Staphylococcus aureus,Meticillin (MRSA),0.1428571428,14.28571428
Bulgaria,2017,Staphylococcus aureus,Meticillin (MRSA),0.1365638766,13.65638766
Bulgaria,2018,Staphylococcus aureus,Meticillin (MRSA),0.1757188498,17.57188498
Bulgaria,2019,Staphylococcus aureus,Meticillin (MRSA),0.1481481481,14.81481481
Bulgaria,2020,Staphylococcus aureus,Meticillin (MRSA),0.1181818181,11.81818181
Bulgaria,2021,Staphylococcus aureus,Meticillin (MRSA),0.1516587677,15.16587677
Bulgaria,2022,Staphylococcus aureus,Meticillin (MRSA),0.1201716738,12.01716738
Bulgaria,2023,Staphylococcus aureus,Meticillin (MRSA),0.1586206896,15.86206896
Bulgaria,2024,Staphylococcus aureus,Meticillin (MRSA),0.109375,10.9375
Croatia,2001,Staphylococcus aureus,Meticillin (MRSA),0.3154362416,31.54362416
Croatia,2002,Staphylococcus aureus,Meticillin (MRSA),0.36917562719999997,36.91756272
Croatia,2003,Staphylococcus aureus,Meticillin (MRSA),0.36944444439999996,36.94444444
Croatia,2004,Staphylococcus aureus,Meticillin (MRSA),0.375,37.5
Croatia,2005,Staphylococcus aureus,Meticillin (MRSA),0.3672316384,36.72316384
Croatia,2006,Staphylococcus aureus,Meticillin (MRSA),0.3631713554,36.31713554
Croatia,2007,Staphylococcus aureus,Meticillin (MRSA),0.376,37.6
Croatia,2008,Staphylococcus aureus,Meticillin (MRSA),0.3523206751,35.23206751
Croatia,2010,Staphylococcus aureus,Meticillin (MRSA),0.26050420160000004,26.05042016
Croatia,2011,Staphylococcus aureus,Meticillin (MRSA),0.2771084337,27.71084337
Croatia,2012,Staphylococcus aureus,Meticillin (MRSA),0.2133995037,21.33995037
Croatia,2013,Staphylococcus aureus,Meticillin (MRSA),0.2403846153,24.03846153
Croatia,2014,Staphylococcus aureus,Meticillin (MRSA),0.2128099173,21.28099173
Croatia,2015,Staphylococcus aureus,Meticillin (MRSA),0.24485596699999998,24.4855967
Croatia,2016,Staphylococcus aureus,Meticillin (MRSA),0.2532751091,25.32751091
Croatia,2017,Staphylococcus aureus,Meticillin (MRSA),0.2846153846,28.46153846
Croatia,2018,Staphylococcus aureus,Meticillin (MRSA),0.2641921397,26.41921397
Croatia,2019,Staphylococcus aureus,Meticillin (MRSA),0.24860335190000002,24.86033519
Croatia,2020,Staphylococcus aureus,Meticillin (MRSA),0.2924528301,29.24528301
Croatia,2021,Staphylococcus aureus,Meticillin (MRSA),0.34833333330000005,34.83333333
Croatia,2022,Staphylococcus aureus,Meticillin (MRSA),0.3109656301,31.09656301
Croatia,2023,Staphylococcus aureus,Meticillin (MRSA),0.30054644799999997,30.0546448
Croatia,2024,Staphylococcus aureus,Meticillin (MRSA),0.29812606469999997,29.81260647
Cyprus,2003,Staphylococcus aureus,Meticillin (MRSA),0.6428571428,64.28571428
Cyprus,2004,Staphylococcus aureus,Meticillin (MRSA),0.48717948710000003,48.71794871
Cyprus,2005,Staphylococcus aureus,Meticillin (MRSA),0.5555555555,55.55555555
Cyprus,2006,Staphylococcus aureus,Meticillin (MRSA),0.33870967739999996,33.87096774
Cyprus,2007,Staphylococcus aureus,Meticillin (MRSA),0.4823529411,48.23529411
Cyprus,2008,Staphylococcus aureus,Meticillin (MRSA),0.45652173910000005,45.65217391
Cyprus,2009,Staphylococcus aureus,Meticillin (MRSA),0.40449438200000004,40.4494382
Cyprus,2010,Staphylococcus aureus,Meticillin (MRSA),0.3232323232,32.32323232
Cyprus,2011,Staphylococcus aureus,Meticillin (MRSA),0.4159292035,41.59292035
Cyprus,2012,Staphylococcus aureus,Meticillin (MRSA),0.3515151515,35.15151515
Cyprus,2013,Staphylococcus aureus,Meticillin (MRSA),0.32484076430000003,32.48407643
Cyprus,2014,Staphylococcus aureus,Meticillin (MRSA),0.3602941176,36.02941176
Cyprus,2015,Staphylococcus aureus,Meticillin (MRSA),0.4335664335,43.35664335
Cyprus,2016,Staphylococcus aureus,Meticillin (MRSA),0.3884892086,38.84892086
Cyprus,2017,Staphylococcus aureus,Meticillin (MRSA),0.312,31.2
Cyprus,2018,Staphylococcus aureus,Meticillin (MRSA),0.4017094017,40.17094017
Cyprus,2019,Staphylococcus aureus,Meticillin (MRSA),0.3620689655,36.20689655
Cyprus,2020,Staphylococcus aureus,Meticillin (MRSA),0.4905660377,49.05660377
Cyprus,2021,Staphylococcus aureus,Meticillin (MRSA),0.429378531,42.9378531
Cyprus,2022,Staphylococcus aureus,Meticillin (MRSA),0.5076923076,50.76923076
Cyprus,2023,Staphylococcus aureus,Meticillin (MRSA),0.5109170305,51.09170305
Cyprus,2024,Staphylococcus aureus,Meticillin (MRSA),0.459574468,45.9574468
Czechia,2000,Staphylococcus aureus,Meticillin (MRSA),0.0427184466,4.27184466
Czechia,2001,Staphylococcus aureus,Meticillin (MRSA),0.058604651099999995,5.86046511
Czechia,2002,Staphylococcus aureus,Meticillin (MRSA),0.0590753424,5.90753424
Czechia,2003,Staphylococcus aureus,Meticillin (MRSA),0.0612833453,6.12833453
Czechia,2004,Staphylococcus aureus,Meticillin (MRSA),0.08518005540000001,8.51800554
Czechia,2005,Staphylococcus aureus,Meticillin (MRSA),0.1287830006,12.87830006
Czechia,2006,Staphylococcus aureus,Meticillin (MRSA),0.12311722330000001,12.31172233
Czechia,2007,Staphylococcus aureus,Meticillin (MRSA),0.1288566243,12.88566243
Czechia,2008,Staphylococcus aureus,Meticillin (MRSA),0.141690962,14.1690962
Czechia,2009,Staphylococcus aureus,Meticillin (MRSA),0.1439528023,14.39528023
Czechia,2010,Staphylococcus aureus,Meticillin (MRSA),0.1349654739,13.49654739
Czechia,2011,Staphylococcus aureus,Meticillin (MRSA),0.1453376205,14.53376205
Czechia,2012,Staphylococcus aureus,Meticillin (MRSA),0.1315952824,13.15952824
Czechia,2013,Staphylococcus aureus,Meticillin (MRSA),0.1341534856,13.41534856
Czechia,2014,Staphylococcus aureus,Meticillin (MRSA),0.1315634218,13.15634218
Czechia,2015,Staphylococcus aureus,Meticillin (MRSA),0.1334440753,13.34440753
Czechia,2016,Staphylococcus aureus,Meticillin (MRSA),0.1372549019,13.72549019
Czechia,2017,Staphylococcus aureus,Meticillin (MRSA),0.140946502,14.0946502
Czechia,2018,Staphylococcus aureus,Meticillin (MRSA),0.136870263,13.6870263
Czechia,2019,Staphylococcus aureus,Meticillin (MRSA),0.12523719160000002,12.52371916
Czechia,2020,Staphylococcus aureus,Meticillin (MRSA),0.09334609860000001,9.33460986
Czechia,2021,Staphylococcus aureus,Meticillin (MRSA),0.09433962259999999,9.43396226
Czechia,2022,Staphylococcus aureus,Meticillin (MRSA),0.0748862225,7.48862225
Czechia,2023,Staphylococcus aureus,Meticillin (MRSA),0.0959201388,9.59201388
Czechia,2024,Staphylococcus aureus,Meticillin (MRSA),0.0925684485,9.25684485
Denmark,2000,Staphylococcus aureus,Meticillin (MRSA),0.0019960079,0.19960079
Denmark,2001,Staphylococcus aureus,Meticillin (MRSA),0.0076923076,0.76923076
Denmark,2002,Staphylococcus aureus,Meticillin (MRSA),0.0093085106,0.93085106
Denmark,2003,Staphylococcus aureus,Meticillin (MRSA),0.0059612518,0.59612518
Denmark,2004,Staphylococcus aureus,Meticillin (MRSA),0.0125348189,1.25348189
Denmark,2005,Staphylococcus aureus,Meticillin (MRSA),0.0155555555,1.55555555
Denmark,2006,Staphylococcus aureus,Meticillin (MRSA),0.0172009382,1.72009382
Denmark,2007,Staphylococcus aureus,Meticillin (MRSA),0.008365019,0.8365019
Denmark,2008,Staphylococcus aureus,Meticillin (MRSA),0.0254826254,2.54826254
Denmark,2009,Staphylococcus aureus,Meticillin (MRSA),0.020788530399999998,2.07885304
Denmark,2010,Staphylococcus aureus,Meticillin (MRSA),0.013215859000000002,1.3215859
Denmark,2011,Staphylococcus aureus,Meticillin (MRSA),0.0130853994,1.30853994
Denmark,2012,Staphylococcus aureus,Meticillin (MRSA),0.0132774283,1.32774283
Denmark,2013,Staphylococcus aureus,Meticillin (MRSA),0.0172106824,1.72106824
Denmark,2014,Staphylococcus aureus,Meticillin (MRSA),0.0245464247,2.45464247
Denmark,2015,Staphylococcus aureus,Meticillin (MRSA),0.0154584221,1.54584221
Denmark,2016,Staphylococcus aureus,Meticillin (MRSA),0.0198675496,1.98675496
Denmark,2017,Staphylococcus aureus,Meticillin (MRSA),0.025050100199999998,2.50501002
Denmark,2018,Staphylococcus aureus,Meticillin (MRSA),0.0165061898,1.65061898
Denmark,2019,Staphylococcus aureus,Meticillin (MRSA),0.0220994475,2.20994475
Denmark,2020,Staphylococcus aureus,Meticillin (MRSA),0.0171548117,1.71548117
Denmark,2021,Staphylococcus aureus,Meticillin (MRSA),0.0180746561,1.80746561
Denmark,2022,Staphylococcus aureus,Meticillin (MRSA),0.0185089974,1.85089974
Denmark,2023,Staphylococcus aureus,Meticillin (MRSA),0.014973262000000001,1.4973262
Denmark,2024,Staphylococcus aureus,Meticillin (MRSA),0.0187180941,1.87180941
Estonia,2001,Staphylococcus aureus,Meticillin (MRSA),0.0506329113,5.06329113
Estonia,2002,Staphylococcus aureus,Meticillin (MRSA),0.012195121900000001,1.21951219
Estonia,2003,Staphylococcus aureus,Meticillin (MRSA),0.04081632650000001,4.08163265
Estonia,2004,Staphylococcus aureus,Meticillin (MRSA),0.048076923,4.8076923
Estonia,2005,Staphylococcus aureus,Meticillin (MRSA),0.0212765957,2.12765957
Estonia,2006,Staphylococcus aureus,Meticillin (MRSA),0.0324675324,3.24675324
Estonia,2007,Staphylococcus aureus,Meticillin (MRSA),0.0825242718,8.25242718
Estonia,2008,Staphylococcus aureus,Meticillin (MRSA),0.043243243199999996,4.32432432
Estonia,2009,Staphylococcus aureus,Meticillin (MRSA),0.032863849699999996,3.28638497
Estonia,2010,Staphylococcus aureus,Meticillin (MRSA),0.0068965517,0.68965517
Estonia,2011,Staphylococcus aureus,Meticillin (MRSA),0.017241379299999998,1.72413793
Estonia,2012,Staphylococcus aureus,Meticillin (MRSA),0.0769230769,7.69230769
Estonia,2013,Staphylococcus aureus,Meticillin (MRSA),0.0352941176,3.52941176
Estonia,2014,Staphylococcus aureus,Meticillin (MRSA),0.0313901345,3.13901345
Estonia,2015,Staphylococcus aureus,Meticillin (MRSA),0.0397350993,3.97350993
Estonia,2016,Staphylococcus aureus,Meticillin (MRSA),0.0350318471,3.50318471
Estonia,2017,Staphylococcus aureus,Meticillin (MRSA),0.0206896551,2.06896551
Estonia,2018,Staphylococcus aureus,Meticillin (MRSA),0.033426183799999995,3.34261838
Estonia,2019,Staphylococcus aureus,Meticillin (MRSA),0.030054644800000002,3.00546448
Estonia,2020,Staphylococcus aureus,Meticillin (MRSA),0.029972752,2.9972752
Estonia,2021,Staphylococcus aureus,Meticillin (MRSA),0.0150753768,1.50753768
Estonia,2022,Staphylococcus aureus,Meticillin (MRSA),0.0221130221,2.21130221
Estonia,2023,Staphylococcus aureus,Meticillin (MRSA),0.0206422018,2.06422018
Estonia,2024,Staphylococcus aureus,Meticillin (MRSA),0.0339366515,3.39366515
Finland,2000,Staphylococcus aureus,Meticillin (MRSA),0.0136239782,1.36239782
Finland,2001,Staphylococcus aureus,Meticillin (MRSA),0.008250825,0.8250825
Finland,2002,Staphylococcus aureus,Meticillin (MRSA),0.0083217753,0.83217753
Finland,2003,Staphylococcus aureus,Meticillin (MRSA),0.0137551581,1.37551581
Finland,2004,Staphylococcus aureus,Meticillin (MRSA),0.0306122448,3.06122448
Finland,2005,Staphylococcus aureus,Meticillin (MRSA),0.029113924,2.9113924
Finland,2006,Staphylococcus aureus,Meticillin (MRSA),0.0325112107,3.25112107
