country,year,pathogen,antibiotic,resistance_rate,resistance_pct_raw
Finland,2007,Staphylococcus aureus,Meticillin (MRSA),0.0159705159,1.59705159
Finland,2008,Staphylococcus aureus,Meticillin (MRSA),0.029252437699999998,2.92524377
Finland,2009,Staphylococcus aureus,Meticillin (MRSA),0.024539877300000002,2.45398773
Finland,2010,Staphylococcus aureus,Meticillin (MRSA),0.0228519195,2.28519195
Finland,2011,Staphylococcus aureus,Meticillin (MRSA),0.0363912054,3.63912054
Finland,2012,Staphylococcus aureus,Meticillin (MRSA),0.0227111426,2.27111426
Finland,2013,Staphylococcus aureus,Meticillin (MRSA),0.020886075900000002,2.08860759
Finland,2014,Staphylococcus aureus,Meticillin (MRSA),0.030038230399999997,3.00382304
Finland,2015,Staphylococcus aureus,Meticillin (MRSA),0.0207729468,2.07729468
Finland,2016,Staphylococcus aureus,Meticillin (MRSA),0.0232804232,2.32804232
Finland,2017,Staphylococcus aureus,Meticillin (MRSA),0.0209102091,2.09102091
Finland,2018,Staphylococcus aureus,Meticillin (MRSA),0.0209026128,2.09026128
Finland,2019,Staphylococcus aureus,Meticillin (MRSA),0.022644561200000003,2.26445612
Finland,2020,Staphylococcus aureus,Meticillin (MRSA),0.0260511882,2.60511882
Finland,2021,Staphylococcus aureus,Meticillin (MRSA),0.026000825399999997,2.60008254
Finland,2022,Staphylococcus aureus,Meticillin (MRSA),0.022746071099999998,2.27460711
Finland,2023,Staphylococcus aureus,Meticillin (MRSA),0.0285306704,2.85306704
Finland,2024,Staphylococcus aureus,Meticillin (MRSA),0.0370531822,3.70531822
France,2001,Staphylococcus aureus,Meticillin (MRSA),0.333722287,33.3722287
France,2002,Staphylococcus aureus,Meticillin (MRSA),0.32952495489999994,32.95249549
France,2003,Staphylococcus aureus,Meticillin (MRSA),0.28805620600000004,28.8056206
France,2004,Staphylococcus aureus,Meticillin (MRSA),0.2859276964,28.59276964
France,2005,Staphylococcus aureus,Meticillin (MRSA),0.2724662647,27.24662647
France,2006,Staphylococcus aureus,Meticillin (MRSA),0.267417496,26.7417496
France,2007,Staphylococcus aureus,Meticillin (MRSA),0.2578823529,25.78823529
France,2008,Staphylococcus aureus,Meticillin (MRSA),0.2449725776,24.49725776
France,2009,Staphylococcus aureus,Meticillin (MRSA),0.2275423728,22.75423728
France,2010,Staphylococcus aureus,Meticillin (MRSA),0.2158880428,21.58880428
France,2011,Staphylococcus aureus,Meticillin (MRSA),0.20122985580000002,20.12298558
France,2012,Staphylococcus aureus,Meticillin (MRSA),0.1918515684,19.18515684
France,2013,Staphylococcus aureus,Meticillin (MRSA),0.17068679800000003,17.0686798
France,2014,Staphylococcus aureus,Meticillin (MRSA),0.173778264,17.3778264
France,2015,Staphylococcus aureus,Meticillin (MRSA),0.1571815718,15.71815718
France,2016,Staphylococcus aureus,Meticillin (MRSA),0.13768375759999998,13.76837576
France,2017,Staphylococcus aureus,Meticillin (MRSA),0.129171817,12.9171817
France,2018,Staphylococcus aureus,Meticillin (MRSA),0.1211067651,12.11067651
France,2019,Staphylococcus aureus,Meticillin (MRSA),0.1162826658,11.62826658
France,2020,Staphylococcus aureus,Meticillin (MRSA),0.12069125700000001,12.0691257
France,2021,Staphylococcus aureus,Meticillin (MRSA),0.1100034674,11.00034674
France,2022,Staphylococcus aureus,Meticillin (MRSA),0.10434700790000001,10.43470079
France,2024,Staphylococcus aureus,Meticillin (MRSA),0.0990878938,9.90878938
Germany,2000,Staphylococcus aureus,Meticillin (MRSA),0.1247191011,12.47191011
Germany,2001,Staphylococcus aureus,Meticillin (MRSA),0.156557377,15.6557377
Germany,2002,Staphylococcus aureus,Meticillin (MRSA),0.1848030018,18.48030018
Germany,2003,Staphylococcus aureus,Meticillin (MRSA),0.1828073993,18.28073993
Germany,2004,Staphylococcus aureus,Meticillin (MRSA),0.1952983725,19.52983725
Germany,2005,Staphylococcus aureus,Meticillin (MRSA),0.2142857142,21.42857142
Germany,2006,Staphylococcus aureus,Meticillin (MRSA),0.19974874369999998,19.97487437
Germany,2007,Staphylococcus aureus,Meticillin (MRSA),0.162954279,16.2954279
Germany,2008,Staphylococcus aureus,Meticillin (MRSA),0.1937557392,19.37557392
Germany,2009,Staphylococcus aureus,Meticillin (MRSA),0.18355437659999999,18.35543766
Germany,2010,Staphylococcus aureus,Meticillin (MRSA),0.2095959595,20.95959595
Germany,2011,Staphylococcus aureus,Meticillin (MRSA),0.161641541,16.1641541
Germany,2012,Staphylococcus aureus,Meticillin (MRSA),0.1537261022,15.37261022
Germany,2013,Staphylococcus aureus,Meticillin (MRSA),0.1323529411,13.23529411
Germany,2014,Staphylococcus aureus,Meticillin (MRSA),0.1290527654,12.90527654
Germany,2015,Staphylococcus aureus,Meticillin (MRSA),0.1153386454,11.53386454
Germany,2016,Staphylococcus aureus,Meticillin (MRSA),0.1016622744,10.16622744
Germany,2017,Staphylococcus aureus,Meticillin (MRSA),0.0907221206,9.07221206
Germany,2018,Staphylococcus aureus,Meticillin (MRSA),0.0765229065,7.65229065
Germany,2019,Staphylococcus aureus,Meticillin (MRSA),0.0668619246,6.68619246
Germany,2020,Staphylococcus aureus,Meticillin (MRSA),0.0554515838,5.54515838
Germany,2021,Staphylococcus aureus,Meticillin (MRSA),0.0486199037,4.86199037
Germany,2022,Staphylococcus aureus,Meticillin (MRSA),0.0398454862,3.98454862
Germany,2023,Staphylococcus aureus,Meticillin (MRSA),0.0440782914,4.40782914
Germany,2024,Staphylococcus aureus,Meticillin (MRSA),0.0424080043,4.24080043
Greece,2000,Staphylococcus aureus,Meticillin (MRSA),0.49726775949999996,49.72677595
Greece,2001,Staphylococcus aureus,Meticillin (MRSA),0.3988919667,39.88919667
Greece,2002,Staphylococcus aureus,Meticillin (MRSA),0.4402173913,44.02173913
Greece,2003,Staphylococcus aureus,Meticillin (MRSA),0.4519519519,45.19519519
Greece,2004,Staphylococcus aureus,Meticillin (MRSA),0.4433497536,44.33497536
Greece,2005,Staphylococcus aureus,Meticillin (MRSA),0.4199706314,41.99706314
Greece,2006,Staphylococcus aureus,Meticillin (MRSA),0.426150121,42.6150121
Greece,2007,Staphylococcus aureus,Meticillin (MRSA),0.4801488833,48.01488833
Greece,2008,Staphylococcus aureus,Meticillin (MRSA),0.40628637949999996,40.62863795
Greece,2009,Staphylococcus aureus,Meticillin (MRSA),0.4036144578,40.36144578
Greece,2010,Staphylococcus aureus,Meticillin (MRSA),0.3921568627,39.21568627
Greece,2011,Staphylococcus aureus,Meticillin (MRSA),0.3915816326,39.15816326
Greece,2012,Staphylococcus aureus,Meticillin (MRSA),0.4098173515,40.98173515
Greece,2013,Staphylococcus aureus,Meticillin (MRSA),0.4029062087,40.29062087
Greece,2014,Staphylococcus aureus,Meticillin (MRSA),0.3705035971,37.05035971
Greece,2015,Staphylococcus aureus,Meticillin (MRSA),0.3937908496,39.37908496
Greece,2016,Staphylococcus aureus,Meticillin (MRSA),0.38810641619999997,38.81064162
Greece,2017,Staphylococcus aureus,Meticillin (MRSA),0.3844282238,38.44282238
Greece,2018,Staphylococcus aureus,Meticillin (MRSA),0.36373873869999995,36.37387387
Greece,2019,Staphylococcus aureus,Meticillin (MRSA),0.37647058819999996,37.64705882
Greece,2020,Staphylococcus aureus,Meticillin (MRSA),0.4017857142,40.17857142
Greece,2021,Staphylococcus aureus,Meticillin (MRSA),0.4185248713,41.85248713
Greece,2022,Staphylococcus aureus,Meticillin (MRSA),0.3899782135,38.99782135
Greece,2023,Staphylococcus aureus,Meticillin (MRSA),0.4123434704,41.23434704
Greece,2024,Staphylococcus aureus,Meticillin (MRSA),0.405377456,40.5377456
Hungary,2001,Staphylococcus aureus,Meticillin (MRSA),0.0465116279,4.65116279
Hungary,2002,Staphylococcus aureus,Meticillin (MRSA),0.0895883777,8.95883777
Hungary,2003,Staphylococcus aureus,Meticillin (MRSA),0.1491841491,14.91841491
Hungary,2004,Staphylococcus aureus,Meticillin (MRSA),0.1666666666,16.66666666
Hungary,2005,Staphylococcus aureus,Meticillin (MRSA),0.1985226223,19.85226223
Hungary,2006,Staphylococcus aureus,Meticillin (MRSA),0.2511091393,25.11091393
Hungary,2007,Staphylococcus aureus,Meticillin (MRSA),0.23269391150000002,23.26939115
Hungary,2008,Staphylococcus aureus,Meticillin (MRSA),0.2252328535,22.52328535
Hungary,2009,Staphylococcus aureus,Meticillin (MRSA),0.2902621722,29.02621722
Hungary,2010,Staphylococcus aureus,Meticillin (MRSA),0.3022875816,30.22875816
Hungary,2011,Staphylococcus aureus,Meticillin (MRSA),0.2621107266,26.21107266
Hungary,2012,Staphylococcus aureus,Meticillin (MRSA),0.2484689413,24.84689413
Hungary,2013,Staphylococcus aureus,Meticillin (MRSA),0.24,24.0
Hungary,2014,Staphylococcus aureus,Meticillin (MRSA),0.2306489444,23.06489444
Hungary,2015,Staphylococcus aureus,Meticillin (MRSA),0.2465392221,24.65392221
Hungary,2016,Staphylococcus aureus,Meticillin (MRSA),0.2517985611,25.17985611
Hungary,2017,Staphylococcus aureus,Meticillin (MRSA),0.23627075349999999,23.62707535
Hungary,2018,Staphylococcus aureus,Meticillin (MRSA),0.2312608948,23.12608948
Hungary,2019,Staphylococcus aureus,Meticillin (MRSA),0.1937367303,19.37367303
Hungary,2020,Staphylococcus aureus,Meticillin (MRSA),0.2095175148,20.95175148
Hungary,2021,Staphylococcus aureus,Meticillin (MRSA),0.1928783382,19.28783382
Hungary,2022,Staphylococcus aureus,Meticillin (MRSA),0.20897683390000002,20.89768339
Hungary,2023,Staphylococcus aureus,Meticillin (MRSA),0.206607495,20.6607495
Hungary,2024,Staphylococcus aureus,Meticillin (MRSA),0.1728675136,17.28675136
Iceland,2000,Staphylococcus aureus,Meticillin (MRSA),0.025,2.5
Iceland,2001,Staphylococcus aureus,Meticillin (MRSA),0.0,0.0
Iceland,2002,Staphylococcus aureus,Meticillin (MRSA),0.0,0.0
Iceland,2003,Staphylococcus aureus,Meticillin (MRSA),0.0,0.0
Iceland,2004,Staphylococcus aureus,Meticillin (MRSA),0.0,0.0
Iceland,2005,Staphylococcus aureus,Meticillin (MRSA),0.0,0.0
Iceland,2006,Staphylococcus aureus,Meticillin (MRSA),0.0,0.0
Iceland,2007,Staphylococcus aureus,Meticillin (MRSA),0.0,0.0
Iceland,2008,Staphylococcus aureus,Meticillin (MRSA),0.0158730158,1.58730158
Iceland,2009,Staphylococcus aureus,Meticillin (MRSA),0.0,0.0
Iceland,2010,Staphylococcus aureus,Meticillin (MRSA),0.0153846153,1.53846153
Iceland,2011,Staphylococcus aureus,Meticillin (MRSA),0.028169014,2.8169014
Iceland,2012,Staphylococcus aureus,Meticillin (MRSA),0.017241379299999998,1.72413793
Iceland,2013,Staphylococcus aureus,Meticillin (MRSA),0.0,0.0
Iceland,2014,Staphylococcus aureus,Meticillin (MRSA),0.032786885200000004,3.27868852
Iceland,2015,Staphylococcus aureus,Meticillin (MRSA),0.0,0.0
Iceland,2016,Staphylococcus aureus,Meticillin (MRSA),0.013157894699999999,1.31578947
Iceland,2017,Staphylococcus aureus,Meticillin (MRSA),0.014492753599999998,1.44927536
Iceland,2018,Staphylococcus aureus,Meticillin (MRSA),0.0,0.0
Iceland,2019,Staphylococcus aureus,Meticillin (MRSA),0.0578512396,5.78512396
Iceland,2020,Staphylococcus aureus,Meticillin (MRSA),0.0517241379,5.17241379
Iceland,2021,Staphylococcus aureus,Meticillin (MRSA),0.0105263157,1.05263157
Iceland,2022,Staphylococcus aureus,Meticillin (MRSA),0.027777777700000002,2.77777777
Iceland,2023,Staphylococcus aureus,Meticillin (MRSA),0.062015503799999996,6.20155038
Iceland,2024,Staphylococcus aureus,Meticillin (MRSA),0.0559440559,5.59440559
Ireland,2000,Staphylococcus aureus,Meticillin (MRSA),0.37964774949999996,37.96477495
Ireland,2001,Staphylococcus aureus,Meticillin (MRSA),0.4261275272,42.61275272
Ireland,2002,Staphylococcus aureus,Meticillin (MRSA),0.4248496993,42.48496993
Ireland,2003,Staphylococcus aureus,Meticillin (MRSA),0.42238267139999996,42.23826714
Ireland,2004,Staphylococcus aureus,Meticillin (MRSA),0.4144634525,41.44634525
Ireland,2005,Staphylococcus aureus,Meticillin (MRSA),0.4176470588,41.76470588
Ireland,2006,Staphylococcus aureus,Meticillin (MRSA),0.42316258349999997,42.31625835
Ireland,2007,Staphylococcus aureus,Meticillin (MRSA),0.38063063059999996,38.06306306
Ireland,2008,Staphylococcus aureus,Meticillin (MRSA),0.33091787429999997,33.09178743
Ireland,2009,Staphylococcus aureus,Meticillin (MRSA),0.2680412371,26.80412371
Ireland,2010,Staphylococcus aureus,Meticillin (MRSA),0.2386081193,23.86081193
Ireland,2011,Staphylococcus aureus,Meticillin (MRSA),0.23746452219999997,23.74645222
Ireland,2012,Staphylococcus aureus,Meticillin (MRSA),0.2263969171,22.63969171
Ireland,2013,Staphylococcus aureus,Meticillin (MRSA),0.19925163699999998,19.9251637
Ireland,2014,Staphylococcus aureus,Meticillin (MRSA),0.19441860460000002,19.44186046
Ireland,2015,Staphylococcus aureus,Meticillin (MRSA),0.18070009460000003,18.07000946
Ireland,2016,Staphylococcus aureus,Meticillin (MRSA),0.1434820647,14.34820647
Ireland,2017,Staphylococcus aureus,Meticillin (MRSA),0.16315789469999997,16.31578947
Ireland,2018,Staphylococcus aureus,Meticillin (MRSA),0.1237373737,12.37373737
Ireland,2019,Staphylococcus aureus,Meticillin (MRSA),0.1256544502,12.56544502
Ireland,2020,Staphylococcus aureus,Meticillin (MRSA),0.1162109375,11.62109375
Ireland,2021,Staphylococcus aureus,Meticillin (MRSA),0.1063478977,10.63478977
Ireland,2022,Staphylococcus aureus,Meticillin (MRSA),0.10441426140000001,10.44142614
Ireland,2023,Staphylococcus aureus,Meticillin (MRSA),0.09661835740000001,9.66183574
Ireland,2024,Staphylococcus aureus,Meticillin (MRSA),0.1103773584,11.03773584
Italy,2000,Staphylococcus aureus,Meticillin (MRSA),0.4425531914,44.25531914
Italy,2001,Staphylococcus aureus,Meticillin (MRSA),0.4100119189,41.00119189
Italy,2002,Staphylococcus aureus,Meticillin (MRSA),0.38198064029999995,38.19806403
Italy,2003,Staphylococcus aureus,Meticillin (MRSA),0.3938566552,39.38566552
Italy,2004,Staphylococcus aureus,Meticillin (MRSA),0.3978671041,39.78671041
Italy,2005,Staphylococcus aureus,Meticillin (MRSA),0.37106918229999997,37.10691823
Italy,2006,Staphylococcus aureus,Meticillin (MRSA),0.3849637681,38.49637681
Italy,2007,Staphylococcus aureus,Meticillin (MRSA),0.33711048150000006,33.71104815
Italy,2008,Staphylococcus aureus,Meticillin (MRSA),0.3365591397,33.65591397
Italy,2009,Staphylococcus aureus,Meticillin (MRSA),0.3742331288,37.42331288
Italy,2010,Staphylococcus aureus,Meticillin (MRSA),0.365232163,36.5232163
Italy,2011,Staphylococcus aureus,Meticillin (MRSA),0.3822363203,38.22363203
Italy,2012,Staphylococcus aureus,Meticillin (MRSA),0.3520782396,35.20782396
Italy,2013,Staphylococcus aureus,Meticillin (MRSA),0.3583959899,35.83959899
Italy,2014,Staphylococcus aureus,Meticillin (MRSA),0.3355201499,33.55201499
Italy,2015,Staphylococcus aureus,Meticillin (MRSA),0.341,34.1
Italy,2016,Staphylococcus aureus,Meticillin (MRSA),0.33579335790000003,33.57933579
Italy,2017,Staphylococcus aureus,Meticillin (MRSA),0.3389028125,33.89028125
Italy,2018,Staphylococcus aureus,Meticillin (MRSA),0.33982814949999995,33.98281495
Italy,2019,Staphylococcus aureus,Meticillin (MRSA),0.34314636909999996,34.31463691
Italy,2020,Staphylococcus aureus,Meticillin (MRSA),0.3354389819,33.54389819
Italy,2021,Staphylococcus aureus,Meticillin (MRSA),0.3054778746,30.54778746
Italy,2022,Staphylococcus aureus,Meticillin (MRSA),0.2994378424,29.94378424
Italy,2023,Staphylococcus aureus,Meticillin (MRSA),0.26574552279999997,26.57455228
Italy,2024,Staphylococcus aureus,Meticillin (MRSA),0.2569594469,25.69594469
Latvia,2004,Staphylococcus aureus,Meticillin (MRSA),0.2528735632,25.28735632
Latvia,2005,Staphylococcus aureus,Meticillin (MRSA),0.19841269839999998,19.84126984
Latvia,2006,Staphylococcus aureus,Meticillin (MRSA),0.1860465116,18.60465116
Latvia,2007,Staphylococcus aureus,Meticillin (MRSA),0.0769230769,7.69230769
Latvia,2008,Staphylococcus aureus,Meticillin (MRSA),0.12195121950000001,12.19512195
Latvia,2009,Staphylococcus aureus,Meticillin (MRSA),0.0860215053,8.60215053
Latvia,2010,Staphylococcus aureus,Meticillin (MRSA),0.1372549019,13.72549019
Latvia,2011,Staphylococcus aureus,Meticillin (MRSA),0.0989583333,9.89583333
Latvia,2012,Staphylococcus aureus,Meticillin (MRSA),0.0900473933,9.00473933
Latvia,2013,Staphylococcus aureus,Meticillin (MRSA),0.0697674418,6.97674418
Latvia,2014,Staphylococcus aureus,Meticillin (MRSA),0.0818181818,8.18181818
Latvia,2015,Staphylococcus aureus,Meticillin (MRSA),0.0557768924,5.57768924
Latvia,2016,Staphylococcus aureus,Meticillin (MRSA),0.042253521100000004,4.22535211
Latvia,2017,Staphylococcus aureus,Meticillin (MRSA),0.05714285710000001,5.71428571
Latvia,2018,Staphylococcus aureus,Meticillin (MRSA),0.05714285710000001,5.71428571
Latvia,2019,Staphylococcus aureus,Meticillin (MRSA),0.078384798,7.8384798
Latvia,2020,Staphylococcus aureus,Meticillin (MRSA),0.0934844192,9.34844192
Latvia,2021,Staphylococcus aureus,Meticillin (MRSA),0.0525164113,5.25164113
Latvia,2022,Staphylococcus aureus,Meticillin (MRSA),0.0721247563,7.21247563
Latvia,2023,Staphylococcus aureus,Meticillin (MRSA),0.0538793103,5.38793103
Latvia,2024,Staphylococcus aureus,Meticillin (MRSA),0.069327731,6.9327731
Lithuania,2006,Staphylococcus aureus,Meticillin (MRSA),0.11976047899999999,11.9760479
Lithuania,2007,Staphylococcus aureus,Meticillin (MRSA),0.0875,8.75
Lithuania,2008,Staphylococcus aureus,Meticillin (MRSA),0.107913669,10.7913669
Lithuania,2009,Staphylococcus aureus,Meticillin (MRSA),0.11023622039999999,11.02362204
Lithuania,2010,Staphylococcus aureus,Meticillin (MRSA),0.1411764705,14.11764705
Lithuania,2011,Staphylococcus aureus,Meticillin (MRSA),0.0539568345,5.39568345
Lithuania,2012,Staphylococcus aureus,Meticillin (MRSA),0.0866873065,8.66873065
Lithuania,2013,Staphylococcus aureus,Meticillin (MRSA),0.10112359550000001,10.11235955
Lithuania,2014,Staphylococcus aureus,Meticillin (MRSA),0.0731070496,7.31070496
Lithuania,2015,Staphylococcus aureus,Meticillin (MRSA),0.0904255319,9.04255319
Lithuania,2016,Staphylococcus aureus,Meticillin (MRSA),0.115308151,11.5308151
Lithuania,2017,Staphylococcus aureus,Meticillin (MRSA),0.08754863809999999,8.75486381
Lithuania,2018,Staphylococcus aureus,Meticillin (MRSA),0.0839363241,8.39363241
Lithuania,2019,Staphylococcus aureus,Meticillin (MRSA),0.09298780479999999,9.29878048
Lithuania,2020,Staphylococcus aureus,Meticillin (MRSA),0.0980113636,9.80113636
Lithuania,2021,Staphylococcus aureus,Meticillin (MRSA),0.0898123324,8.98123324
Lithuania,2022,Staphylococcus aureus,Meticillin (MRSA),0.09420289849999999,9.42028985
Lithuania,2023,Staphylococcus aureus,Meticillin (MRSA),0.086100861,8.6100861
Lithuania,2024,Staphylococcus aureus,Meticillin (MRSA),0.1001076426,10.01076426
Luxembourg,2000,Staphylococcus aureus,Meticillin (MRSA),0.1791044776,17.91044776
Luxembourg,2001,Staphylococcus aureus,Meticillin (MRSA),0.2,20.0
Luxembourg,2002,Staphylococcus aureus,Meticillin (MRSA),0.147368421,14.7368421
Luxembourg,2003,Staphylococcus aureus,Meticillin (MRSA),0.2105263157,21.05263157
Luxembourg,2004,Staphylococcus aureus,Meticillin (MRSA),0.15625,15.625
Luxembourg,2005,Staphylococcus aureus,Meticillin (MRSA),0.1325301204,13.25301204
Luxembourg,2006,Staphylococcus aureus,Meticillin (MRSA),0.19480519480000003,19.48051948
Luxembourg,2007,Staphylococcus aureus,Meticillin (MRSA),0.2,20.0
Luxembourg,2008,Staphylococcus aureus,Meticillin (MRSA),0.094017094,9.4017094
Luxembourg,2009,Staphylococcus aureus,Meticillin (MRSA),0.1327433628,13.27433628
Luxembourg,2010,Staphylococcus aureus,Meticillin (MRSA),0.1654135338,16.54135338
Luxembourg,2011,Staphylococcus aureus,Meticillin (MRSA),0.20472440939999997,20.47244094
Luxembourg,2012,Staphylococcus aureus,Meticillin (MRSA),0.1603053435,16.03053435
Luxembourg,2013,Staphylococcus aureus,Meticillin (MRSA),0.0888888888,8.88888888
Luxembourg,2014,Staphylococcus aureus,Meticillin (MRSA),0.12,12.0
Luxembourg,2015,Staphylococcus aureus,Meticillin (MRSA),0.0888888888,8.88888888
Luxembourg,2016,Staphylococcus aureus,Meticillin (MRSA),0.0962566844,9.62566844
Luxembourg,2017,Staphylococcus aureus,Meticillin (MRSA),0.095,9.5
Luxembourg,2018,Staphylococcus aureus,Meticillin (MRSA),0.0773480662,7.73480662
Luxembourg,2019,Staphylococcus aureus,Meticillin (MRSA),0.0622009569,6.22009569
Luxembourg,2020,Staphylococcus aureus,Meticillin (MRSA),0.030769230699999997,3.07692307
Luxembourg,2021,Staphylococcus aureus,Meticillin (MRSA),0.055276381900000005,5.52763819
Luxembourg,2022,Staphylococcus aureus,Meticillin (MRSA),0.0468085106,4.68085106
Luxembourg,2023,Staphylococcus aureus,Meticillin (MRSA),0.057894736800000006,5.78947368
Luxembourg,2024,Staphylococcus aureus,Meticillin (MRSA),0.0512820512,5.12820512
Malta,2000,Staphylococcus aureus,Meticillin (MRSA),0.35526315779999995,35.52631578
Malta,2001,Staphylococcus aureus,Meticillin (MRSA),0.5365853658,53.65853658
Malta,2002,Staphylococcus aureus,Meticillin (MRSA),0.4252873563,42.52873563
Malta,2003,Staphylococcus aureus,Meticillin (MRSA),0.4297520661,42.97520661
Malta,2004,Staphylococcus aureus,Meticillin (MRSA),0.5638297872,56.38297872
Malta,2005,Staphylococcus aureus,Meticillin (MRSA),0.5584415584,55.84415584
Malta,2006,Staphylococcus aureus,Meticillin (MRSA),0.6666666666000001,66.66666666
Malta,2007,Staphylococcus aureus,Meticillin (MRSA),0.5238095238,52.38095238
Malta,2008,Staphylococcus aureus,Meticillin (MRSA),0.5185185185000001,51.85185185
Malta,2009,Staphylococcus aureus,Meticillin (MRSA),0.5882352941,58.82352941
Malta,2010,Staphylococcus aureus,Meticillin (MRSA),0.4814814814,48.14814814
Malta,2011,Staphylococcus aureus,Meticillin (MRSA),0.4923076923,49.23076923
Malta,2012,Staphylococcus aureus,Meticillin (MRSA),0.47524752470000003,47.52475247
Malta,2013,Staphylococcus aureus,Meticillin (MRSA),0.537735849,53.7735849
Malta,2014,Staphylococcus aureus,Meticillin (MRSA),0.43589743579999995,43.58974358
Malta,2015,Staphylococcus aureus,Meticillin (MRSA),0.49425287349999997,49.42528735
Malta,2016,Staphylococcus aureus,Meticillin (MRSA),0.3711340206,37.11340206
Malta,2017,Staphylococcus aureus,Meticillin (MRSA),0.4210526315,42.10526315
Malta,2018,Staphylococcus aureus,Meticillin (MRSA),0.3636363636,36.36363636
Malta,2019,Staphylococcus aureus,Meticillin (MRSA),0.24,24.0
Malta,2020,Staphylococcus aureus,Meticillin (MRSA),0.1956521739,19.56521739
Malta,2021,Staphylococcus aureus,Meticillin (MRSA),0.2038834951,20.38834951
Malta,2022,Staphylococcus aureus,Meticillin (MRSA),0.18965517240000002,18.96551724
Malta,2023,Staphylococcus aureus,Meticillin (MRSA),0.1454545454,14.54545454
Malta,2024,Staphylococcus aureus,Meticillin (MRSA),0.1523809523,15.23809523
Netherlands,2000,Staphylococcus aureus,Meticillin (MRSA),0.0026954177,0.26954177
Netherlands,2001,Staphylococcus aureus,Meticillin (MRSA),0.005658852,0.5658852
Netherlands,2002,Staphylococcus aureus,Meticillin (MRSA),0.0094466936,0.94466936
Netherlands,2003,Staphylococcus aureus,Meticillin (MRSA),0.01027146,1.027146
Netherlands,2004,Staphylococcus aureus,Meticillin (MRSA),0.011227544899999999,1.12275449
Netherlands,2005,Staphylococcus aureus,Meticillin (MRSA),0.0092395167,0.92395167
Netherlands,2006,Staphylococcus aureus,Meticillin (MRSA),0.0110091743,1.10091743
Netherlands,2007,Staphylococcus aureus,Meticillin (MRSA),0.014295439,1.4295439
Netherlands,2008,Staphylococcus aureus,Meticillin (MRSA),0.0167286245,1.67286245
Netherlands,2009,Staphylococcus aureus,Meticillin (MRSA),0.012560386400000002,1.25603864
Netherlands,2010,Staphylococcus aureus,Meticillin (MRSA),0.0143949617,1.43949617
Netherlands,2011,Staphylococcus aureus,Meticillin (MRSA),0.016252390000000002,1.625239
Netherlands,2012,Staphylococcus aureus,Meticillin (MRSA),0.012736056200000002,1.27360562
Netherlands,2013,Staphylococcus aureus,Meticillin (MRSA),0.0150324564,1.50324564
Netherlands,2014,Staphylococcus aureus,Meticillin (MRSA),0.0093328724,0.93328724
Netherlands,2015,Staphylococcus aureus,Meticillin (MRSA),0.0155234657,1.55234657
Netherlands,2016,Staphylococcus aureus,Meticillin (MRSA),0.0118382111,1.18382111
Netherlands,2017,Staphylococcus aureus,Meticillin (MRSA),0.0157635467,1.57635467
Netherlands,2018,Staphylococcus aureus,Meticillin (MRSA),0.0120583286,1.20583286
Netherlands,2019,Staphylococcus aureus,Meticillin (MRSA),0.0149022042,1.49022042
Netherlands,2020,Staphylococcus aureus,Meticillin (MRSA),0.0148800485,1.48800485
Netherlands,2021,Staphylococcus aureus,Meticillin (MRSA),0.0151655834,1.51655834
Netherlands,2022,Staphylococcus aureus,Meticillin (MRSA),0.0188417844,1.88417844
Netherlands,2023,Staphylococcus aureus,Meticillin (MRSA),0.0176517785,1.76517785
Netherlands,2024,Staphylococcus aureus,Meticillin (MRSA),0.020221948200000003,2.02219482
Norway,2000,Staphylococcus aureus,Meticillin (MRSA),0.0,0.0
Norway,2001,Staphylococcus aureus,Meticillin (MRSA),0.00486618,0.486618
Norway,2002,Staphylococcus aureus,Meticillin (MRSA),0.0019920318000000003,0.19920318
Norway,2003,Staphylococcus aureus,Meticillin (MRSA),0.0039682539,0.39682539
Norway,2004,Staphylococcus aureus,Meticillin (MRSA),0.007766990200000001,0.77669902
Norway,2005,Staphylococcus aureus,Meticillin (MRSA),0.005444646,0.5444646
Norway,2006,Staphylococcus aureus,Meticillin (MRSA),0.0013623978,0.13623978
Norway,2007,Staphylococcus aureus,Meticillin (MRSA),0.0012658227,0.12658227
Norway,2008,Staphylococcus aureus,Meticillin (MRSA),0.005980861200000001,0.59808612
Norway,2009,Staphylococcus aureus,Meticillin (MRSA),0.0033076074,0.33076074
Norway,2010,Staphylococcus aureus,Meticillin (MRSA),0.0066857688,0.66857688
Norway,2011,Staphylococcus aureus,Meticillin (MRSA),0.0032706459,0.32706459
Norway,2012,Staphylococcus aureus,Meticillin (MRSA),0.012587412499999999,1.25874125
Norway,2013,Staphylococcus aureus,Meticillin (MRSA),0.0067888662,0.67888662
Norway,2014,Staphylococcus aureus,Meticillin (MRSA),0.0103626943,1.03626943
Norway,2015,Staphylococcus aureus,Meticillin (MRSA),0.0110116999,1.10116999
Norway,2016,Staphylococcus aureus,Meticillin (MRSA),0.0117403314,1.17403314
Norway,2017,Staphylococcus aureus,Meticillin (MRSA),0.0095759233,0.95759233
Norway,2018,Staphylococcus aureus,Meticillin (MRSA),0.0090497737,0.90497737
Norway,2019,Staphylococcus aureus,Meticillin (MRSA),0.0103406326,1.03406326
Norway,2020,Staphylococcus aureus,Meticillin (MRSA),0.0161082474,1.61082474
